"animal_id","latitude","longitude","timestamp","height","hdop","vdop","fix"
"TTP-041",NA,NA,"2019-02-01 04:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-02-01 05:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-02-01 06:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-02-01 07:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-02-01 08:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-02-01 18:02:30",NA,0,0,"NO"
"TTP-041",26.0706777777778,-80.2800944444444,"2019-02-01 19:02:30",17,1.8,2.4,"3D"
"TTP-041",26.0706861111111,-80.2799638888889,"2019-02-01 20:02:05",-6,2.4,2.2,"3D"
"TTP-041",NA,NA,"2019-02-01 21:02:30",NA,0,0,"NO"
"TTP-041",26.0707361111111,-80.2801194444444,"2019-02-01 22:02:09",7,1.6,3,"3D"
"TTP-041",26.0707138888889,-80.2801305555556,"2019-02-01 23:02:07",13,1.6,2.7,"3D"
