"gps_data_id","sensor_code","utc_date","utc_time","line_no","tff","latitude","longitude","height","maxsnr","hdop","vdop","sat","fix","v1","v2","t1","t2","h1","h2","s1","s2","s3","s4","insert_timestamp","acquisition_time"
38889,"CJ13","2019-04-29","02:17:30",2093,90,"0","0","0",15,"0","0",1,"NO","3.41V",NULL,"38.2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-28 22:17:30-04"
38890,"CJ13","2019-04-29","02:32:30",2094,90,"0","0","0",35,"0","0",1,"NO","3.39V",NULL,"38.46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-28 22:32:30-04"
38891,"CJ13","2019-04-29","02:47:30",2095,90,"0","0","0",38,"0","0",3,"NO","3.43V",NULL,"38.53",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-28 22:47:30-04"
38892,"CJ13","2019-04-29","03:02:30",2096,90,"0","0","0",33,"0","0",2,"NO","3.39V",NULL,"38.33",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-28 23:02:30-04"
38893,"CJ13","2019-04-29","03:17:30",2097,90,"0","0","0",34,"0","0",2,"NO","3.41V",NULL,"38.2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-28 23:17:30-04"
38894,"CJ13","2019-04-29","03:32:30",2098,90,"0","0","0",33,"0","0",3,"NO","3.45V",NULL,"37.81",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-28 23:32:30-04"
38895,"CJ13","2019-04-29","03:47:30",2099,90,"0","0","0",25,"0","0",2,"NO","3.45V",NULL,"38.2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-28 23:47:30-04"
38896,"CJ13","2019-04-29","04:02:30",2100,90,"0","0","0",20,"0","0",2,"NO","3.41V",NULL,"38.53",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-29 00:02:30-04"
38897,"CJ13","2019-04-29","04:17:30",2101,90,"0","0","0",24,"0","0",2,"NO","3.43V",NULL,"38.59",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-29 00:17:30-04"
38898,"CJ13","2019-04-29","04:32:30",2102,90,"0","0","0",33,"0","0",4,"NO","3.39V",NULL,"38.2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-29 00:32:30-04"
38899,"CJ13","2019-04-29","04:47:30",2103,90,"0","0","0",36,"0","0",2,"NO","3.43V",NULL,"37.29",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-29 00:47:30-04"
38900,"CJ13","2019-04-29","05:02:30",2104,90,"0","0","0",43,"0","0",5,"NO","3.39V",NULL,"35.72",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-29 01:02:30-04"
38901,"CJ13","2019-04-29","05:17:30",2105,90,"26.070383","-80.278964","5",44,"3.7","5.5",5,"3D","3.43V",NULL,"34.16",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-29 01:17:30-04"
38902,"CJ13","2019-04-29","05:32:03",2106,63,"26.070125","-80.27895","15",41,"2.8","3.9",5,"3D","3.45V",NULL,"31.03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-29 01:32:03-04"
38903,"CJ13","2019-04-29","05:47:02",2107,62,"26.070111","-80.278942","8",40,"2.6","3",5,"3D","3.47V",NULL,"30.77",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-29 01:47:02-04"
38904,"CJ13","2019-04-29","06:02:06",2108,66,"26.070092","-80.279003","9",32,"2.7","3",4,"3D","3.43V",NULL,"30.38",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-29 02:02:06-04"
38905,"CJ13","2019-04-29","06:17:04",2109,64,"26.070067","-80.278953","-2",30,"4.9","6.5",4,"3D","3.47V",NULL,"30.77",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-29 02:17:04-04"
38906,"CJ13","2019-04-29","06:32:06",2110,66,"26.070144","-80.278994","1",33,"5.1","4",4,"3D","3.47V",NULL,"31.1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-29 02:32:06-04"
38907,"CJ13","2019-04-29","06:47:03",2111,63,"26.070078","-80.278953","8",31,"5.3","2.5",4,"3D","3.45V",NULL,"31.68",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-29 02:47:03-04"
38908,"CJ13","2019-04-29","07:02:04",2113,64,"26.070061","-80.279253","9",38,"5.5","1.9",4,"3D","3.47V",NULL,"31.23",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-29 03:02:04-04"
38909,"CJ13","2019-04-29","18:02:30",2116,90,"0","0","0",39,"0","0",6,"NO","3.45V",NULL,"34.09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-29 14:02:30-04"
38910,"CJ13","2019-04-29","19:02:30",2117,90,"0","0","0",39,"0","0",6,"NO","3.43V",NULL,"34.29",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-29 15:02:30-04"
38911,"CJ13","2019-04-29","20:02:30",2118,90,"0","0","0",41,"0","0",8,"NO","3.37V",NULL,"33.05",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-29 16:02:30-04"
38912,"CJ13","2019-04-29","21:02:06",2119,66,"26.071428","-80.278847","1",43,"1","1.6",7,"3D","3.45V",NULL,"30.97",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-29 17:02:06-04"
38913,"CJ13","2019-04-29","22:02:02",2120,62,"26.071803","-80.278994","-1",42,"1.2","2.3",7,"3D","3.45V",NULL,"30.38",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-29 18:02:02-04"
38914,"CJ13","2019-04-29","23:02:02",2121,62,"26.071858","-80.279158","6",44,"2.3","4.9",5,"3D","3.47V",NULL,"29.86",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-29 19:02:02-04"
38915,"CJ13","2019-04-30","00:02:02",2124,62,"26.070281","-80.278753","7",39,"3","4.1",5,"3D","3.49V",NULL,"35.46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-29 20:02:02-04"
38916,"CJ13","2019-04-30","01:02:09",2125,69,"26.070269","-80.278769","16",37,"1","1.7",6,"3D","3.45V",NULL,"38.33",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-29 21:02:09-04"
38917,"CJ13","2019-04-30","02:02:07",2126,67,"26.070275","-80.278725","7",38,"1.5","2.7",4,"3D","3.49V",NULL,"37.81",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-29 22:02:07-04"
38918,"CJ13","2019-04-30","03:02:30",2127,90,"0","0","0",42,"0","0",10,"NO","3.39V",NULL,"36.64",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-29 23:02:30-04"
38919,"CJ13","2019-04-30","04:02:30",2128,90,"26.070086","-80.278864","7",34,"3.7","3.1",4,"3D","3.39V",NULL,"32.66",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-30 00:02:30-04"
38920,"CJ13","2019-04-30","05:02:19",2129,79,"26.0701","-80.279003","15",33,"1.2","2",7,"3D","3.45V",NULL,"32.27",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-30 01:02:19-04"
38921,"CJ13","2019-04-30","06:02:09",2130,69,"26.070217","-80.278097","0",37,"1.2","2.1",6,"3D","3.47V",NULL,"30.12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-30 02:02:09-04"
38922,"CJ13","2019-04-30","07:02:22",2132,82,"26.069967","-80.277986","24",33,"1.6","2.1",5,"3D","3.45V",NULL,"31.88",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-30 03:02:22-04"
38923,"CJ13","2019-04-30","18:02:30",2135,90,"26.070097","-80.279097","7",36,"7.2","3.2",3,"2D","3.45V",NULL,"35.4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-30 14:02:30-04"
38924,"CJ13","2019-04-30","19:02:30",2136,90,"0","0","0",42,"0","0",6,"NO","3.39V",NULL,"32.14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-30 15:02:30-04"
38925,"CJ13","2019-04-30","20:02:30",2137,90,"0","0","0",30,"0","0",7,"NO","3.37V",NULL,"35.72",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-30 16:02:30-04"
38926,"CJ13","2019-04-30","21:02:30",2138,90,"0","0","0",36,"0","0",8,"NO","3.43V",NULL,"34.88",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-30 17:02:30-04"
38927,"CJ13","2019-04-30","22:02:30",2139,90,"26.069972","-80.277358","7",37,"6","3.2",3,"2D","3.43V",NULL,"34.03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-30 18:02:30-04"
38928,"CJ13","2019-04-30","23:02:08",2140,68,"26.071597","-80.279025","-1",41,"1.7","2.4",6,"3D","3.49V",NULL,"31.03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:13:28.880255-04","2019-04-30 19:02:08-04"
39904,"CJ11","2019-04-18","21:02:30",1894,90,"0","0","0",37,"0","0",6,"NO","3.39V",NULL,"36.77",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-18 17:02:30-04"
39905,"CJ11","2019-04-18","22:02:30",1895,90,"26.069647","-80.279036","7",42,"6.1","3.2",3,"2D","3.39V",NULL,"36.77",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-18 18:02:30-04"
39906,"CJ11","2019-04-18","23:02:30",1896,90,"26.069619","-80.278936","4",40,"2.1","2.7",5,"3D","3.45V",NULL,"37.62",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-18 19:02:30-04"
39907,"CJ11","2019-04-19","00:02:30",1897,90,"0","0","0",0,"0","0",0,"NO","3.37V",NULL,"35.33",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-18 20:02:30-04"
39908,"CJ11","2019-04-19","01:02:30",1898,90,"0","0","0",0,"0","0",0,"NO","3.45V",NULL,"30.44",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-18 21:02:30-04"
39909,"CJ11","2019-04-19","02:02:30",1899,90,"0","0","0",40,"0","0",5,"NO","3.39V",NULL,"36.25",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-18 22:02:30-04"
39910,"CJ11","2019-04-19","03:02:30",1900,90,"26.072953","-80.277636","0",40,"3.1","5.1",4,"3D","3.37V",NULL,"29.14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-18 23:02:30-04"
39911,"CJ11","2019-04-19","04:02:06",1901,66,"26.069689","-80.279228","-44",29,"9.9","3.2",3,"2D","3.47V",NULL,"28.36",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-19 00:02:06-04"
39912,"CJ11","2019-04-19","05:02:30",1902,90,"0","0","0",0,"0","0",0,"NO","3.41V",NULL,"37.03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-19 01:02:30-04"
39913,"CJ11","2019-04-19","06:02:30",1903,90,"0","0","0",33,"0","0",1,"NO","3.39V",NULL,"36.83",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-19 02:02:30-04"
39914,"CJ11","2019-04-19","07:02:30",1904,90,"26.069694","-80.278994","12",32,"2.5","3.1",4,"3D","3.41V",NULL,"37.35",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-19 03:02:30-04"
39915,"CJ11","2019-04-19","18:02:30",1905,90,"26.071744","-80.279003","6",38,"3.6","3.2",4,"3D","3.45V",NULL,"30.51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-19 14:02:30-04"
39916,"CJ11","2019-04-19","19:02:11",1906,71,"26.07365","-80.277303","7",39,"2.7","3.2",3,"2D","3.47V",NULL,"28.88",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-19 15:02:11-04"
39917,"CJ11","2019-04-19","20:02:30",1907,90,"0","0","0",35,"0","0",7,"NO","3.45V",NULL,"34.36",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-19 16:02:30-04"
39918,"CJ11","2019-04-19","21:02:30",1908,90,"0","0","0",0,"0","0",0,"NO","3.37V",NULL,"35.01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-19 17:02:30-04"
39919,"CJ11","2019-04-19","22:02:30",1909,90,"0","0","0",0,"0","0",0,"NO","3.37V",NULL,"37.81",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-19 18:02:30-04"
39920,"CJ11","2019-04-19","23:02:30",1910,90,"0","0","0",0,"0","0",0,"NO","3.41V",NULL,"37.81",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-19 19:02:30-04"
39921,"CJ11","2019-04-20","00:02:30",1911,90,"0","0","0",0,"0","0",0,"NO","3.39V",NULL,"38.4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-19 20:02:30-04"
39922,"CJ11","2019-04-20","01:02:30",1912,90,"0","0","0",0,"0","0",0,"NO","3.39V",NULL,"38.33",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-19 21:02:30-04"
39923,"CJ11","2019-04-20","02:02:30",1913,90,"0","0","0",0,"0","0",0,"NO","3.41V",NULL,"38.07",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-19 22:02:30-04"
39924,"CJ11","2019-04-20","03:02:30",1914,90,"0","0","0",0,"0","0",0,"NO","3.41V",NULL,"38.07",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-19 23:02:30-04"
39925,"CJ11","2019-04-20","04:02:30",1915,90,"0","0","0",0,"0","0",0,"NO","3.43V",NULL,"37.75",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-20 00:02:30-04"
39926,"CJ11","2019-04-20","05:02:30",1916,90,"0","0","0",0,"0","0",0,"NO","3.43V",NULL,"37.49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-20 01:02:30-04"
39927,"CJ11","2019-04-20","06:02:30",1917,90,"0","0","0",0,"0","0",0,"NO","3.39V",NULL,"36.18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-20 02:02:30-04"
39928,"CJ11","2019-04-20","07:02:30",1918,90,"0","0","0",0,"0","0",0,"NO","3.39V",NULL,"36.83",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-20 03:02:30-04"
39929,"CJ11","2019-04-20","18:02:30",1919,90,"0","0","0",32,"0","0",2,"NO","3.36V",NULL,"30.18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-20 14:02:30-04"
39930,"CJ11","2019-04-20","19:02:30",1920,90,"0","0","0",41,"0","0",7,"NO","3.39V",NULL,"35.33",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-20 15:02:30-04"
39931,"CJ11","2019-04-20","20:02:30",1921,90,"26.074378","-80.277972","3",44,"1.9","3.1",4,"3D","3.37V",NULL,"29.79",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-20 16:02:30-04"
39932,"CJ11","2019-04-20","21:02:09",1922,69,"26.074419","-80.277961","2",39,"3","4.5",4,"3D","3.49V",NULL,"30.44",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-20 17:02:09-04"
39933,"CJ11","2019-04-20","22:02:06",1923,66,"26.072581","-80.279361","8",42,"3.5","3.2",4,"3D","3.45V",NULL,"27.05",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-20 18:02:06-04"
39934,"CJ11","2019-04-20","23:02:30",1924,90,"0","0","0",0,"0","0",0,"NO","3.39V",NULL,"35.72",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-20 19:02:30-04"
39935,"CJ11","2019-04-21","00:02:30",1925,90,"0","0","0",0,"0","0",0,"NO","3.39V",NULL,"37.16",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-20 20:02:30-04"
39936,"CJ11","2019-04-21","01:02:30",1926,90,"26.071958","-80.278644","-1",44,"1","2",7,"3D","3.36V",NULL,"25.42",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-20 21:02:30-04"
39937,"CJ11","2019-04-21","02:02:09",1927,69,"26.074514","-80.277819","-1",31,"1.3","1.6",6,"3D","3.43V",NULL,"28.49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-20 22:02:09-04"
39938,"CJ11","2019-04-21","03:02:21",1928,81,"26.074364","-80.277889","0",25,"3.1","4.3",4,"3D","3.34V",NULL,"28.94",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-20 23:02:21-04"
39939,"CJ11","2019-04-21","04:02:06",1929,66,"26.069864","-80.279253","-15",38,"4.7","3.2",3,"2D","3.39V",NULL,"25.23",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-21 00:02:06-04"
39940,"CJ11","2019-04-21","05:02:30",1930,90,"0","0","0",0,"0","0",0,"NO","3.39V",NULL,"37.29",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-21 01:02:30-04"
39941,"CJ11","2019-04-21","06:02:30",1931,90,"0","0","0",0,"0","0",0,"NO","3.43V",NULL,"38.53",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-21 02:02:30-04"
39942,"CJ11","2019-04-21","07:02:30",1932,90,"0","0","0",0,"0","0",0,"NO","3.39V",NULL,"38.33",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-21 03:02:30-04"
39943,"CJ11","2019-04-21","18:02:30",1933,90,"26.071272","-80.278883","7",37,"4","3.2",3,"2D","3.43V",NULL,"32.4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-21 14:02:30-04"
39944,"CJ11","2019-04-21","19:02:08",1934,68,"26.073706","-80.278703","5",44,"1.6","2.9",6,"3D","3.49V",NULL,"27.38",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-21 15:02:08-04"
39945,"CJ11","2019-04-21","20:02:08",1935,68,"26.074297","-80.277992","17",31,"1.6","8.5",5,"3D","3.43V",NULL,"31.03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-21 16:02:08-04"
39946,"CJ11","2019-04-21","21:02:05",1936,65,"26.074378","-80.278056","-11",40,"2.4","3.1",5,"3D","3.50V",NULL,"32.4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-21 17:02:05-04"
39947,"CJ11","2019-04-21","22:02:04",1937,64,"26.069619","-80.278908","9",38,"2.2","2.7",5,"3D","3.47V",NULL,"26.92",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-21 18:02:04-04"
39948,"CJ11","2019-04-21","23:02:30",1938,90,"0","0","0",0,"0","0",0,"NO","3.41V",NULL,"38.46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-21 19:02:30-04"
39949,"CJ11","2019-04-22","00:02:30",1939,90,"0","0","0",0,"0","0",0,"NO","3.41V",NULL,"37.88",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-21 20:02:30-04"
39950,"CJ11","2019-04-22","01:02:30",1940,90,"0","0","0",0,"0","0",0,"NO","3.41V",NULL,"36.44",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-21 21:02:30-04"
39951,"CJ11","2019-04-22","02:02:30",1941,90,"26.074394","-80.278078","1",38,"2.1","3",5,"3D","3.39V",NULL,"28.03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-21 22:02:30-04"
39952,"CJ11","2019-04-22","03:02:03",1942,63,"26.069972","-80.27875","4",43,"2.1","3.3",5,"3D","3.49V",NULL,"23.4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-21 23:02:03-04"
39953,"CJ11","2019-04-22","04:02:30",1943,90,"0","0","0",0,"0","0",0,"NO","3.41V",NULL,"37.88",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-22 00:02:30-04"
39954,"CJ11","2019-04-22","05:02:30",1944,90,"0","0","0",0,"0","0",0,"NO","3.39V",NULL,"38.14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-22 01:02:30-04"
39955,"CJ11","2019-04-22","06:02:30",1945,90,"0","0","0",0,"0","0",0,"NO","3.41V",NULL,"38.07",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-22 02:02:30-04"
39956,"CJ11","2019-04-22","07:02:30",1946,90,"0","0","0",0,"0","0",0,"NO","3.43V",NULL,"37.75",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-22 03:02:30-04"
39957,"CJ11","2019-04-22","18:02:30",1947,90,"26.072617","-80.279244","-4",40,"2.1","1.7",6,"3D","3.43V",NULL,"27.12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-22 14:02:30-04"
39958,"CJ11","2019-04-22","19:02:04",1948,64,"26.074519","-80.278108","3",39,"5.1","4",5,"3D","3.49V",NULL,"31.55",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-22 15:02:04-04"
39959,"CJ11","2019-04-22","20:02:04",1949,64,"26.072544","-80.27955","-20",41,"3.1","7.9",4,"3D","3.43V",NULL,"28.36",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-22 16:02:04-04"
39960,"CJ11","2019-04-22","21:02:30",1950,90,"26.069847","-80.279006","7",36,"1.7","3.9",5,"3D","3.45V",NULL,"32.6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-22 17:02:30-04"
39961,"CJ11","2019-04-22","22:02:30",1951,90,"0","0","0",23,"0","0",2,"NO","3.39V",NULL,"33.57",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-22 18:02:30-04"
39962,"CJ11","2019-04-22","23:02:30",1952,90,"26.069897","-80.279092","-3",32,"2.5","4.7",4,"3D","3.39V",NULL,"34.29",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-22 19:02:30-04"
39963,"CJ11","2019-04-23","00:02:30",1953,90,"0","0","0",41,"0","0",7,"NO","3.36V",NULL,"29.27",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-22 20:02:30-04"
39964,"CJ11","2019-04-23","01:02:30",1954,90,"0","0","0",37,"0","0",5,"NO","3.43V",NULL,"27.84",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-22 21:02:30-04"
39965,"CJ11","2019-04-23","02:02:30",1955,90,"0","0","0",0,"0","0",0,"NO","3.39V",NULL,"35.4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-22 22:02:30-04"
39966,"CJ11","2019-04-23","03:02:30",1956,90,"0","0","0",0,"0","0",0,"NO","3.39V",NULL,"35.53",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-22 23:02:30-04"
39967,"CJ11","2019-04-23","04:02:30",1957,90,"0","0","0",39,"0","0",4,"NO","3.47V",NULL,"35.86",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-23 00:02:30-04"
39968,"CJ11","2019-04-23","05:02:30",1958,90,"26.069853","-80.279067","-3",38,"1.3","2.7",7,"3D","3.47V",NULL,"36.51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-23 01:02:30-04"
39969,"CJ11","2019-04-23","06:02:11",1959,71,"26.069917","-80.279189","-42",23,"2.2","4.2",5,"3D","3.47V",NULL,"36.51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-23 02:02:11-04"
39970,"CJ11","2019-04-23","07:02:09",1960,69,"26.069861","-80.278969","0",31,"2.5","3.1",5,"3D","3.49V",NULL,"33.83",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-04 16:17:13.12296-04","2019-04-23 03:02:09-04"
