"gps_data_id","sensor_code","utc_date","utc_time","line_no","tff","latitude","longitude","height","maxsnr","hdop","vdop","sat","fix","v1","v2","t1","t2","h1","h2","s1","s2","s3","s4","insert_timestamp","acquisition_time"
18565,"CJ11","2019-02-10","00:02:12",654,72,"26.0738777777778","-80.2779611111111","8",35,"9.9","2.5",4,"3D","3.43V",NULL,"31.03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-09 19:02:12-05"
18566,"CJ11","2019-02-10","01:02:14",655,74,"26.0738972222222","-80.2779138888889","43",33,"2.3","6.7",4,"3D","3.43V",NULL,"34.62",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-09 20:02:14-05"
18567,"CJ11","2019-02-10","02:02:14",656,74,"26.0742444444444","-80.2779111111111","-8",38,"1.6","3",7,"3D","3.41V",NULL,"31.81",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-09 21:02:14-05"
18568,"CJ11","2019-02-10","03:02:06",657,66,"26.0759555555556","-80.2781555555556","6",33,"1.7","2.8",5,"3D","3.45V",NULL,"27.38",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-09 22:02:06-05"
18569,"CJ11","2019-02-10","04:02:02",658,62,"26.0739972222222","-80.2786","3",41,"1.3","1.8",7,"3D","3.49V",NULL,"27.12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-09 23:02:02-05"
18570,"CJ11","2019-02-10","05:02:05",659,65,"26.074025","-80.2787","2",40,"4.4","6.9",4,"3D","3.49V",NULL,"27.31",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-10 00:02:05-05"
18571,"CJ11","2019-02-10","06:02:04",660,64,"26.0716638888889","-80.2786944444444","-1",41,"1.9","2.9",4,"3D","3.49V",NULL,"26.66",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-10 01:02:04-05"
18572,"CJ11","2019-02-10","07:02:06",661,66,"26.0702472222222","-80.2781194444444","6",37,"1.3","1.9",6,"3D","3.47V",NULL,"25.03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-10 02:02:06-05"
18573,"CJ11","2019-02-10","08:02:07",663,67,"26.0700611111111","-80.2783138888889","2",33,"1.5","2.2",6,"3D","3.47V",NULL,"29.86",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-10 03:02:07-05"
18574,"CJ11","2019-02-10","18:02:30",666,90,"0","0","0",33,"0","0",7,"NO","3.41V",NULL,"37.49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-10 13:02:30-05"
18575,"CJ11","2019-02-10","19:02:30",667,90,"0","0","0",42,"0","0",8,"NO","3.49V",NULL,"28.1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-10 14:02:30-05"
18576,"CJ11","2019-02-10","20:02:30",668,90,"0","0","0",40,"0","0",11,"NO","3.43V",NULL,"25.94",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-10 15:02:30-05"
18577,"CJ11","2019-02-10","21:02:30",669,90,"26.0714055555556","-80.2788333333333","5",42,"2.3","4",5,"3D","3.47V",NULL,"31.1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-10 16:02:30-05"
18578,"CJ11","2019-02-10","22:02:07",670,67,"26.0740805555556","-80.2778583333333","5",36,"1.2","2",6,"3D","3.47V",NULL,"27.64",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-10 17:02:07-05"
18579,"CJ11","2019-02-10","23:02:08",671,68,"26.0740944444444","-80.2778361111111","6",34,"1.4","2.2",6,"3D","3.49V",NULL,"35.66",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-10 18:02:08-05"
18580,"CJ11","2019-02-11","00:02:09",674,69,"26.0743055555556","-80.2781083333333","6",30,"1.7","3.1",5,"3D","3.47V",NULL,"29.66",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-10 19:02:09-05"
18581,"CJ11","2019-02-11","01:02:04",675,64,"26.0739611111111","-80.2784888888889","-16",41,"2.2","6.3",5,"3D","3.50V",NULL,"28.42",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-10 20:02:04-05"
18582,"CJ11","2019-02-11","02:02:06",676,66,"26.0741361111111","-80.2784277777778","-1",38,"0.9","1.4",9,"3D","3.47V",NULL,"31.55",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-10 21:02:06-05"
18583,"CJ11","2019-02-11","03:02:04",677,64,"26.0744722222222","-80.2778861111111","-3",41,"1","2",8,"3D","3.47V",NULL,"31.88",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-10 22:02:04-05"
18584,"CJ11","2019-02-11","04:02:10",678,70,"26.0741944444444","-80.2778555555556","12",34,"1.6","2.2",6,"3D","3.45V",NULL,"33.18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-10 23:02:10-05"
18585,"CJ11","2019-02-11","05:02:30",679,90,"26.0732722222222","-80.2774277777778","2",41,"1.3","1.9",6,"3D","3.49V",NULL,"27.77",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-11 00:02:30-05"
18586,"CJ11","2019-02-11","06:02:02",680,62,"26.0719444444444","-80.2786388888889","10",43,"2.7","3.8",5,"3D","3.49V",NULL,"26.99",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-11 01:02:02-05"
18587,"CJ11","2019-02-11","07:02:18",681,78,"26.0705444444444","-80.2780111111111","11",37,"3","3.2",3,"2D","3.49V",NULL,"26.53",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-11 02:02:18-05"
18588,"CJ11","2019-02-11","08:02:30",683,90,"0","0","0",31,"0","0",3,"NO","3.39V",NULL,"33.51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-11 03:02:30-05"
18589,"CJ11","2019-02-11","18:02:30",686,90,"26.0701444444444","-80.2782555555556","0",40,"1.7","2.1",5,"3D","3.49V",NULL,"36.9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-11 13:02:30-05"
18590,"CJ11","2019-02-11","19:02:07",687,67,"26.0717722222222","-80.2789166666667","12",43,"3.1","5.4",6,"3D","3.49V",NULL,"28.03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-11 14:02:07-05"
18591,"CJ11","2019-02-11","20:02:04",688,64,"26.0726138888889","-80.279275","0",42,"2.9","2.6",6,"3D","3.49V",NULL,"28.68",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-11 15:02:04-05"
18592,"CJ11","2019-02-11","21:02:30",689,90,"26.0724194444444","-80.2798361111111","-2",39,"1.6","2.4",7,"3D","3.47V",NULL,"27.57",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-11 16:02:30-05"
18593,"CJ11","2019-02-11","22:02:02",690,62,"26.0740611111111","-80.2778694444444","-1",42,"1.2","1.7",7,"3D","3.47V",NULL,"30.25",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-11 17:02:02-05"
18594,"CJ11","2019-02-11","23:02:04",691,64,"26.0740888888889","-80.2779472222222","-2",33,"2.4","3.8",5,"3D","3.49V",NULL,"31.94",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-11 18:02:04-05"
18595,"CJ11","2019-02-12","00:02:03",693,63,"26.0740944444444","-80.2778722222222","-2",34,"4","8.8",4,"3D","3.50V",NULL,"36.18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-11 19:02:03-05"
18596,"CJ11","2019-02-12","01:02:20",695,80,"26.0743","-80.2779638888889","7",32,"2.4","3.2",3,"2D","3.47V",NULL,"30.31",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-11 20:02:20-05"
18597,"CJ11","2019-02-12","02:02:30",696,90,"26.0746444444444","-80.2781666666667","7",40,"1.9","3.2",3,"2D","3.39V",NULL,"29.6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-11 21:02:30-05"
18598,"CJ11","2019-02-12","03:02:30",697,90,"26.0732527777778","-80.2776694444444","-10",41,"1.7","2.5",5,"3D","3.49V",NULL,"28.42",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-11 22:02:30-05"
18599,"CJ11","2019-02-12","04:02:05",698,65,"26.0718916666667","-80.2784194444444","0",40,"1","1.4",8,"3D","3.45V",NULL,"26.53",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-11 23:02:05-05"
18600,"CJ11","2019-02-12","05:02:02",699,62,"26.0719611111111","-80.2787138888889","0",40,"1.4","2.1",6,"3D","3.45V",NULL,"27.44",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-12 00:02:02-05"
18601,"CJ11","2019-02-12","06:02:05",700,65,"26.071075","-80.2787138888889","4",40,"1.5","2.4",6,"3D","3.49V",NULL,"27.77",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-12 01:02:05-05"
18602,"CJ11","2019-02-12","07:02:30",701,90,"0","0","0",36,"0","0",6,"NO","3.37V",NULL,"26.99",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-12 02:02:30-05"
18603,"CJ11","2019-02-12","08:02:30",702,90,"26.0705472222222","-80.2785666666667","6",34,"1.1","1.8",7,"3D","3.47V",NULL,"29.86",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-12 03:02:30-05"
18604,"CJ11","2019-02-12","18:02:30",703,90,"26.0704222222222","-80.2784944444444","7",36,"1.4","2.2",8,"3D","3.43V",NULL,"36.44",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-12 13:02:30-05"
18605,"CJ11","2019-02-12","19:02:03",704,63,"26.07175","-80.2789944444445","0",41,"1.3","1.5",8,"3D","3.49V",NULL,"32.07",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-12 14:02:03-05"
18606,"CJ11","2019-02-12","20:02:24",705,84,"26.074425","-80.2779527777778","23",41,"1.5","2",7,"3D","3.43V",NULL,"30.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-12 15:02:24-05"
18607,"CJ11","2019-02-12","21:02:30",706,90,"26.0740611111111","-80.2778388888889","-2",36,"1.4","4.2",5,"3D","3.43V",NULL,"32.66",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-12 16:02:30-05"
18608,"CJ11","2019-02-12","22:02:03",707,63,"26.07295","-80.2788277777778","0",41,"1.3","1.6",7,"3D","3.49V",NULL,"27.64",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-12 17:02:03-05"
18609,"CJ11","2019-02-12","23:02:02",708,62,"26.0718972222222","-80.2791805555556","0",42,"2.4","3.5",5,"3D","3.47V",NULL,"27.97",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-12 18:02:02-05"
18610,"CJ11","2019-02-13","00:02:04",709,64,"26.0717916666667","-80.2787638888889","-2",41,"1.7","3.1",7,"3D","3.49V",NULL,"27.9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-12 19:02:04-05"
18611,"CJ11","2019-02-13","01:02:02",710,62,"26.0718333333333","-80.2792222222222","-2",43,"2.1","3.1",4,"3D","3.49V",NULL,"28.23",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-12 20:02:02-05"
18612,"CJ11","2019-02-13","02:02:09",711,69,"26.0697027777778","-80.2776861111111","3",35,"2.3","7.4",4,"3D","3.41V",NULL,"31.1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-12 21:02:09-05"
18613,"CJ11","2019-02-13","03:02:30",712,90,"26.0697444444444","-80.2781138888889","7",39,"3.8","3.2",3,"2D","3.49V",NULL,"25.68",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-12 22:02:30-05"
18614,"CJ11","2019-02-13","04:02:30",713,90,"26.0693305555556","-80.2789361111111","76",42,"6","5.1",4,"3D","3.37V",NULL,"26.79",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-12 23:02:30-05"
18615,"CJ11","2019-02-13","05:02:30",714,90,"0","0","0",24,"0","0",2,"NO","3.39V",NULL,"34.75",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-13 00:02:30-05"
18616,"CJ11","2019-02-13","06:02:30",715,90,"26.0703416666667","-80.2785861111111","8",36,"2.6","4",5,"3D","3.49V",NULL,"38.27",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-13 01:02:30-05"
18617,"CJ11","2019-02-13","07:02:11",716,71,"26.0703694444444","-80.2786388888889","7",35,"1.4","2.2",6,"3D","3.49V",NULL,"38.53",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-13 02:02:11-05"
18618,"CJ11","2019-02-13","08:02:04",717,64,"26.0703388888889","-80.2786277777778","15",39,"1.3","1.8",7,"3D","3.47V",NULL,"31.16",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-13 03:02:04-05"
18619,"CJ11","2019-02-13","18:02:30",718,90,"0","0","0",40,"0","0",10,"NO","3.45V",NULL,"28.75",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-13 13:02:30-05"
18620,"CJ11","2019-02-13","19:02:06",719,66,"26.0740944444444","-80.2794083333333","0",32,"3.1","5",6,"3D","3.45V",NULL,"24.31",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-13 14:02:06-05"
18621,"CJ11","2019-02-13","20:02:11",720,71,"26.0709277777778","-80.2764833333333","17",37,"3.3","4.2",5,"3D","3.47V",NULL,"26.79",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-13 15:02:11-05"
18622,"CJ11","2019-02-13","21:02:30",721,90,"0","0","0",36,"0","0",9,"NO","3.43V",NULL,"24.9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-13 16:02:30-05"
18623,"CJ11","2019-02-13","22:02:30",722,90,"0","0","0",36,"0","0",7,"NO","3.43V",NULL,"24.31",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-13 17:02:30-05"
18624,"CJ11","2019-02-13","23:02:30",723,90,"26.0746333333333","-80.2748472222222","1706",38,"5.2","3.2",3,"2D","3.39V",NULL,"24.05",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-13 18:02:30-05"
18625,"CJ11","2019-02-14","00:02:11",724,71,"26.0525888888889","-80.2888416666667","1706",29,"9.9","3.2",3,"2D","3.47V",NULL,"23.34",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-13 19:02:11-05"
18626,"CJ11","2019-02-14","01:02:30",725,90,"0","0","0",36,"0","0",9,"NO","3.43V",NULL,"24.51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-13 20:02:30-05"
18627,"CJ11","2019-02-14","02:02:30",726,90,"26.0714638888889","-80.2787888888889","-2",39,"1","1.8",7,"3D","3.43V",NULL,"22.88",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-13 21:02:30-05"
18628,"CJ11","2019-02-14","03:02:05",727,65,"26.0719611111111","-80.2792111111111","5",41,"1.9","5.7",7,"3D","3.43V",NULL,"22.95",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-13 22:02:05-05"
18629,"CJ11","2019-02-14","04:02:08",728,68,"26.0712444444444","-80.2785861111111","3",35,"1.4","1.5",7,"3D","3.45V",NULL,"22.75",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-13 23:02:08-05"
18630,"CJ11","2019-02-14","05:02:06",729,66,"26.0708194444444","-80.2777527777778","28",37,"1.8","2.7",5,"3D","3.49V",NULL,"34.75",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-14 00:02:06-05"
18631,"CJ11","2019-02-14","06:02:30",730,90,"0","0","0",0,"0","0",0,"NO","3.43V",NULL,"38.53",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-14 01:02:30-05"
18632,"CJ11","2019-02-14","07:02:30",731,90,"26.0707444444444","-80.2778472222222","25",33,"2.5","3.1",4,"3D","3.41V",NULL,"38.46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-14 02:02:30-05"
18633,"CJ11","2019-02-14","08:02:21",732,81,"26.0707305555556","-80.2779111111111","22",41,"1.4","2.1",6,"3D","3.50V",NULL,"38.33",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-14 03:02:21-05"
18634,"CJ11","2019-02-14","18:02:30",733,90,"0","0","0",29,"0","0",4,"NO","3.41V",NULL,"37.94",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-14 13:02:30-05"
18635,"CJ11","2019-02-14","19:02:30",734,90,"0","0","0",42,"0","0",10,"NO","3.45V",NULL,"33.64",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-14 14:02:30-05"
18636,"CJ11","2019-02-14","20:02:30",735,90,"26.0743805555556","-80.2779055555555","8",44,"1.5","3.3",5,"3D","3.47V",NULL,"28.03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-14 15:02:30-05"
18637,"CJ11","2019-02-14","21:02:05",736,65,"26.0734444444444","-80.2799333333333","-1",43,"3.4","6",4,"3D","3.45V",NULL,"25.23",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-14 16:02:05-05"
18638,"CJ11","2019-02-14","22:02:06",737,66,"26.0725111111111","-80.2795722222222","-2",43,"1.3","1.7",7,"3D","3.45V",NULL,"27.64",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-14 17:02:06-05"
18639,"CJ11","2019-02-14","23:02:07",738,67,"26.0711583333333","-80.2776027777778","5",40,"2.3","3",5,"3D","3.43V",NULL,"24.9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-14 18:02:07-05"
18640,"CJ11","2019-02-15","00:02:30",739,90,"26.0712472222222","-80.2772638888889","7",29,"2.6","3.2",3,"2D","3.49V",NULL,"31.42",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-14 19:02:30-05"
18641,"CJ11","2019-02-15","01:02:30",740,90,"26.0707222222222","-80.2767583333333","14",40,"2.1","5.6",4,"3D","3.47V",NULL,"27.12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-14 20:02:30-05"
18642,"CJ11","2019-02-15","02:02:08",741,68,"26.0741444444444","-80.2794222222222","14",38,"2.1","3.8",4,"3D","3.43V",NULL,"24.45",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-14 21:02:08-05"
18643,"CJ11","2019-02-15","03:02:30",742,90,"26.0720138888889","-80.2794416666667","4",40,"1.9","3.5",6,"3D","3.43V",NULL,"26.21",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-14 22:02:30-05"
18644,"CJ11","2019-02-15","04:02:17",743,77,"26.0703166666667","-80.2786083333333","4",30,"1.6","1.7",5,"3D","3.39V",NULL,"32.66",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-14 23:02:17-05"
18645,"CJ11","2019-02-15","05:02:10",744,70,"26.0704055555556","-80.2786111111111","8",38,"2.8","7.3",4,"3D","3.49V",NULL,"38.46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-15 00:02:10-05"
18646,"CJ11","2019-02-15","06:02:16",745,76,"26.0705833333333","-80.2791055555556","8",34,"3.3","3.2",3,"2D","3.49V",NULL,"38.66",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-15 01:02:16-05"
18647,"CJ11","2019-02-15","07:02:30",746,90,"0","0","0",21,"0","0",1,"NO","3.41V",NULL,"38.53",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-15 02:02:30-05"
18648,"CJ11","2019-02-15","08:02:30",747,90,"0","0","0",30,"0","0",3,"NO","3.41V",NULL,"38.4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-15 03:02:30-05"
18649,"CJ11","2019-02-15","18:02:30",748,90,"26.0703388888889","-80.2786277777778","16",34,"1.3","2.3",7,"3D","3.45V",NULL,"38.2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-15 13:02:30-05"
18650,"CJ11","2019-02-15","19:02:24",749,84,"26.0730638888889","-80.2795777777778","5",36,"1.1","1.4",8,"3D","3.49V",NULL,"28.81",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-15 14:02:24-05"
18651,"CJ11","2019-02-15","20:02:05",750,65,"26.0703583333333","-80.2766194444444","6",39,"1.6","3.8",6,"3D","3.47V",NULL,"26.73",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-15 15:02:05-05"
18652,"CJ11","2019-02-15","21:02:30",751,90,"26.0708583333333","-80.2766333333333","0",34,"1.3","2.5",6,"3D","3.45V",NULL,"29.99",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-15 16:02:30-05"
18653,"CJ11","2019-02-15","22:02:06",752,66,"26.0707305555556","-80.2772305555556","11",32,"1.3","1.7",6,"3D","3.43V",NULL,"28.88",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-15 17:02:06-05"
18654,"CJ11","2019-02-15","23:02:13",753,73,"26.0709138888889","-80.2774555555556","1",39,"4.2","5.1",4,"3D","3.36V",NULL,"27.97",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-15 18:02:13-05"
18655,"CJ11","2019-02-16","00:02:09",754,69,"26.0743333333333","-80.2779861111111","13",40,"2.1","3",4,"3D","3.47V",NULL,"23.92",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-15 19:02:09-05"
18656,"CJ11","2019-02-16","01:02:30",755,90,"26.0725333333333","-80.2794722222222","-4",43,"1.6","3.2",6,"3D","3.45V",NULL,"25.49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-15 20:02:30-05"
18657,"CJ11","2019-02-16","02:02:02",756,62,"26.0716638888889","-80.2789361111111","-3",43,"2.2","6.7",5,"3D","3.47V",NULL,"24.77",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-15 21:02:02-05"
18658,"CJ11","2019-02-16","03:02:30",757,90,"0","0","0",0,"0","0",0,"NO","3.37V",NULL,"35.53",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-15 22:02:30-05"
18659,"CJ11","2019-02-16","04:02:30",758,90,"0","0","0",26,"0","0",2,"NO","3.39V",NULL,"37.49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-15 23:02:30-05"
18660,"CJ11","2019-02-16","05:02:30",759,90,"0","0","0",26,"0","0",3,"NO","3.39V",NULL,"37.68",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-16 00:02:30-05"
18661,"CJ11","2019-02-16","06:02:30",760,90,"26.070875","-80.2786472222222","-57",32,"3.4","5.1",4,"3D","3.39V",NULL,"36.44",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-16 01:02:30-05"
18662,"CJ11","2019-02-16","07:02:30",761,90,"0","0","0",30,"0","0",2,"NO","3.43V",NULL,"31.75",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-16 02:02:30-05"
18663,"CJ11","2019-02-16","08:02:30",762,90,"26.0709583333333","-80.2785111111111","-10",34,"2","2.7",6,"3D","3.41V",NULL,"29.47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-16 03:02:30-05"
18664,"CJ11","2019-02-16","18:02:30",763,90,"26.0705388888889","-80.2787055555556","0",41,"1.2","2.3",8,"3D","3.47V",NULL,"34.09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-16 13:02:30-05"
18665,"CJ11","2019-02-16","19:02:02",764,62,"26.073","-80.2795138888889","0",36,"1.2","1.2",9,"3D","3.49V",NULL,"26.86",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-03-04 15:50:16.083377-05","2019-02-16 14:02:02-05"
